#Sample[#]	Predicted Power[W]	Error[W]	Absolute Percentage Error[%]
48552	2.90116	0.00336	0.11562
48553	2.90680	-0.05444	1.90870
48554	2.90537	-0.02373	0.82340
48555	2.91968	-0.02157	0.74425
48556	2.91600	-0.05449	1.90416
48557	2.92376	-0.07964	2.80000
48558	2.92351	-0.04645	1.61443
48559	2.91630	-0.04839	1.68715
48560	2.93170	-0.03816	1.31894
48561	2.91922	-0.03301	1.14355
48562	2.92343	-0.05460	1.90314
48563	2.91967	-0.03894	1.35189
48564	2.92107	-0.03760	1.30409
48565	2.92003	-0.05394	1.88212
48566	2.92132	-0.02046	0.70526
48567	2.91759	-0.03320	1.15095
48568	2.91874	-0.01514	0.52131
48569	2.92062	-0.04722	1.64323
48570	2.91994	-0.04196	1.45780
48571	2.92526	-0.01982	0.68230
48572	2.93051	-0.05161	1.79280
48573	2.92296	-0.02485	0.85741
48574	2.92093	-0.04936	1.71884
48575	2.92794	-0.07466	2.61680
48576	2.91669	-0.02407	0.83208
48577	2.92844	-0.06785	2.37176
48578	2.92550	-0.07223	2.53144
48579	2.91643	-0.04211	1.46505
48580	2.91628	-0.06484	2.27392
48581	2.92053	-0.03797	1.31736
48582	2.92032	-0.03593	1.24579
48583	2.91817	-0.03104	1.07519
48584	2.92302	-0.03223	1.11475
48585	2.91976	-0.00975	0.33519
48586	2.92254	-0.01985	0.68401
48587	2.91115	-0.02402	0.83199
48588	2.91727	-0.02281	0.78817
48589	2.92104	-0.03483	1.20663
48590	2.93348	-0.06923	2.41704
48591	2.92604	-0.04806	1.66981
48592	2.91953	-0.00952	0.32721
48593	2.92074	-0.01439	0.49521
48594	2.93347	-0.04085	1.41219
48595	2.92461	-0.02192	0.75520
48596	2.91415	-0.04806	1.67698
48597	2.92573	-0.03036	1.04853
48598	2.91508	-0.01880	0.64911
48599	2.91677	-0.06167	2.16005
48600	2.91567	-0.03403	1.18097
48601	2.90840	-0.03042	1.05687
48602	2.91330	-0.04539	1.58264
48603	2.92944	-0.04139	1.43312
48604	2.92203	-0.02666	0.92085
48605	2.91377	-0.06142	2.15320
48606	2.91407	-0.02602	0.90087
48607	2.91372	-0.02018	0.69751
48608	2.91596	-0.02059	0.71104
48609	2.92928	-0.04763	1.65303
48610	2.91812	-0.05295	1.84810
48611	2.92762	-0.06062	2.11426
48612	2.91783	-0.02795	0.96714
48613	2.91829	-0.00645	0.22142
48614	2.93323	-0.03878	1.33977
48615	2.92417	-0.03429	1.18666
48616	2.92178	-0.02915	1.00780
48617	2.91678	-0.05802	2.02957
48618	2.92423	-0.07187	2.51978
48619	2.90192	-0.01295	0.44834
48620	2.91430	-0.02076	0.71761
48621	2.91340	-0.03725	1.29527
48622	2.91981	-0.00980	0.33681
48623	2.92108	-0.05317	1.85396
48624	2.92278	-0.04663	1.62127
48625	2.91980	-0.02810	0.97157
48626	2.91770	-0.05619	1.96379
48627	2.92070	-0.03723	1.29110
48628	2.91908	-0.04110	1.42809
48629	2.92025	-0.02854	0.98695
48630	2.93032	-0.05692	1.98090
48631	2.92079	-0.02542	0.87808
48632	2.91035	-0.01406	0.48553
48633	2.91696	-0.04538	1.58032
48634	2.93199	-0.05127	1.77970
48635	2.92811	-0.04738	1.64483
48636	2.92706	-0.03992	1.38279
48637	2.92032	-0.02861	0.98954
48638	2.91530	-0.05562	1.94509
48639	2.91393	-0.00758	0.26094
48640	2.91346	-0.01169	0.40273
48641	2.90800	-0.00440	0.15148
48642	2.91490	-0.05064	1.76810
48643	2.91770	-0.07815	2.75237
48644	2.92068	-0.00975	0.33498
48645	2.91623	-0.03642	1.26457
48646	2.91757	-0.04050	1.40776
48647	2.92016	-0.02570	0.88798
48648	2.92403	-0.03507	1.21385
48649	2.92381	-0.04766	1.65707
48650	2.91456	-0.02102	0.72660
48651	2.91662	-0.03041	1.05353
48652	2.92611	-0.04813	1.67238
48653	2.92009	-0.02014	0.69455
48654	2.92199	-0.05132	1.78791
48655	2.92674	-0.04876	1.69419
48656	2.91886	0.00213	0.07295
48657	2.91289	0.00078	0.02665
48658	2.91650	-0.03852	1.33841
48659	2.93079	-0.03084	1.06354
48660	2.91743	-0.03854	1.33862
48661	2.91712	-0.03547	1.23102
48662	2.92117	-0.02397	0.82731
48663	2.91700	-0.05458	1.90665
48664	2.92439	-0.02170	0.74757
48665	2.91773	-0.02420	0.83617
48666	2.92986	-0.06103	2.12735
48667	2.91283	-0.03851	1.33970
48668	2.92596	-0.09190	3.24283
48669	2.92646	-0.06586	2.30236
48670	2.91929	-0.04131	1.43544
48671	2.91809	-0.01632	0.56236
48672	2.92362	-0.04289	1.48902
48673	2.91236	-0.02889	1.00187
48674	2.91760	-0.03596	1.24791
48675	2.92785	-0.01875	0.64458
48676	2.91395	-0.02499	0.86487
48677	2.92158	-0.02621	0.90532
48678	2.91593	-0.01782	0.61482
48679	2.91853	-0.05061	1.76482
48680	2.91992	-0.03005	1.03968
48681	2.92344	-0.05278	1.83862
