#Sample[#]	Predicted Power[W]	Error[W]	Absolute Percentage Error[%]
70391	2.71829	-0.03889	1.45141
70392	2.71809	-0.04602	1.72207
70393	2.71683	-0.03194	1.18966
70394	2.71512	-0.03572	1.33310
70395	2.72257	-0.04043	1.50723
70396	2.72029	-0.04364	1.63042
70397	2.71722	-0.04332	1.61995
70398	2.72088	-0.04606	1.72201
70399	2.71986	-0.02948	1.09572
70400	2.72047	-0.03558	1.32501
70401	2.71894	-0.04686	1.75357
70402	2.72005	-0.04615	1.72576
70403	2.72160	-0.04220	1.57507
70404	2.72054	-0.02925	1.08679
70405	2.71774	-0.02919	1.08555
70406	2.72254	-0.05504	2.06326
70407	2.72398	-0.03269	1.21455
70408	2.72021	-0.03257	1.21195
70409	2.72074	-0.04408	1.64692
70410	2.71879	-0.04305	1.60904
70411	2.71902	-0.03321	1.23665
70412	2.72111	-0.03897	1.45294
70413	2.71721	-0.03964	1.48044
70414	2.71660	-0.03994	1.49235
70415	2.71870	-0.05395	2.02439
70416	2.71601	-0.04759	1.78361
70417	2.71883	-0.03668	1.36767
70418	2.71891	-0.03402	1.26700
70419	2.71526	-0.03311	1.23455
70420	2.71886	-0.03031	1.12749
70421	2.72144	-0.05302	1.98692
70422	2.72035	-0.04187	1.56304
70423	2.71573	-0.02352	0.87360
70424	2.72053	-0.03472	1.29277
70425	2.72312	-0.03914	1.45836
70426	2.71913	-0.04156	1.55232
70427	2.72202	-0.03438	1.27930
70428	2.72038	-0.03457	1.28726
70429	2.72372	-0.04615	1.72348
70430	2.72276	-0.03787	1.41060
70431	2.72112	-0.04721	1.76564
70432	2.71865	-0.04383	1.63849
70433	2.71866	-0.02919	1.08533
70434	2.72137	-0.03923	1.46257
70435	2.71971	-0.04671	1.74756
70436	2.71539	-0.02410	0.89537
70437	2.71908	-0.03876	1.44616
70438	2.71846	-0.03906	1.45795
70439	2.71587	-0.03281	1.22285
70440	2.72125	-0.04094	1.52742
70441	2.72112	-0.04813	1.80047
70442	2.71935	-0.04270	1.59527
70443	2.71896	-0.02767	1.02803
70444	2.72089	-0.04881	1.82665
70445	2.72143	-0.03654	1.36088
70446	2.71831	-0.02427	0.90069
70447	2.71661	-0.03172	1.18140
70448	2.71962	-0.05029	1.88397
70449	2.71814	-0.03051	1.13516
70450	2.72014	-0.03342	1.24401
70451	2.71877	-0.03296	1.22738
70452	2.71874	-0.03385	1.26059
70453	2.72099	-0.04525	1.69115
70454	2.71937	-0.02899	1.07753
70455	2.71689	-0.02193	0.81385
70456	2.71530	-0.04231	1.58292
70457	2.71936	-0.04087	1.52604
70458	2.71898	-0.03318	1.23534
70459	2.71837	-0.03348	1.24711
70460	2.71558	-0.03435	1.28102
70461	2.71427	-0.02938	1.09431
70462	2.71832	-0.03435	1.27976
70463	2.72459	-0.05434	2.03494
